candidate_id,source_family,title,year,publisher,url,decision,status,relevance_note
EXP-MEDIA-026,Daily Maverick,"What's mine is mine: How the Bapo Ba Mogale got robbed of R800 million",2016,"Daily Maverick",https://www.dailymaverick.co.za/article/2016-10-26-whats-mine-is-mine-how-the-bapo-ba-mogale-got-robbed-of-r800-million/,include_candidate,verified,"Substantive Bapo Ba Mogale/Lonmin community rights and consultation evidence on Marikana land"
EXP-MEDIA-027,Daily Maverick,"Marikana Massacre: Police absolve 87 of their own",2017,"Daily Maverick",https://www.dailymaverick.co.za/article/2017-03-15-marikana-massacre-police-absolve-87-of-their-own/,include_candidate,verified,"Direct implementation/accountability reporting after Farlam"
EXP-MEDIA-028,Daily Maverick,"Marikana Massacre: 'He is fine, let him die'",2017,"Daily Maverick",https://www.dailymaverick.co.za/article/2017-03-20-marikana-massacre-he-is-fine-let-him-die/,include_candidate,verified,"Direct victim/family, police accountability and justice evidence"
EXP-MEDIA-029,Daily Maverick,"Marikana: What's been done on SAPS recommendations?",2017,"Daily Maverick",https://www.dailymaverick.co.za/article/2017-08-16-marikana-whats-been-done-on-saps-recommendations/,include_candidate,verified,"Direct implementation status of Marikana Commission policing reforms"
EXP-MEDIA-030,Daily Maverick,"Will there ever be accountability for the Marikana Massacre?",2018,"Daily Maverick",https://www.dailymaverick.co.za/article/2018-06-15-will-there-ever-be-accountability-for-the-marikana-massacre/,include_candidate,verified,"Direct justice, compensation and accountability analysis"
EXP-MEDIA-031,Daily Maverick,"The legacy of Marikana: Accountability urgent to prevent another atrocity",2018,"Daily Maverick",https://www.dailymaverick.co.za/article/2018-08-15-the-legacy-of-marikana-accountability-urgent-to-prevent-another-atrocity/,include_candidate,verified,"Direct police accountability and Lonmin worker-engagement context"
EXP-MEDIA-032,Daily Maverick,"Marikana Massacre – IPID investigates massacred miners' deaths, and SAPS' lies, without the promised funding",2018,"Daily Maverick",https://www.dailymaverick.co.za/article/2018-08-30-marikana-massacre-ipid-investigates-massacred-miners-deaths-and-saps-lies-without-the-promised-funding/,include_candidate,verified,"Direct institutional implementation and accountability evidence"
EXP-MEDIA-033,Daily Maverick,"Community wants ConCourt to declare R5bn Lonmin deal illegal",2019,"Daily Maverick",https://www.dailymaverick.co.za/article/2019-07-21-community-wants-concourt-to-declare-r5bn-lonmin-deal-illegal/,include_candidate,verified,"Direct mine-affected community participation and Lonmin/Sibanye transaction evidence"
EXP-MEDIA-034,Daily Maverick,"SA still waiting for action on Farlam Commission findings",2019,"Daily Maverick",https://www.dailymaverick.co.za/article/2019-08-16-sa-still-waiting-for-action-on-farlam-commission-findings/,include_candidate,verified,"Direct Farlam implementation and accountability evidence"
EXP-MEDIA-035,Daily Maverick,"Marikana massacre: The devastating impact of the narrative painted by business, police and the state",2020,"Daily Maverick",https://www.dailymaverick.co.za/article/2020-08-26-marikana-massacre-the-devastating-impact-of-the-narrative-painted-by-business-police-and-the-state/,include_candidate,verified,"Substantive business-state-police narrative and stakeholder legitimacy analysis"
EXP-MEDIA-036,Daily Maverick,"SAPS transformation: Key report gathers dust, snubbing Marikana Commission",2021,"Daily Maverick",https://www.dailymaverick.co.za/article/2021-01-17-saps-transformation-key-report-gathers-dust-snubbing-marikana-commission/,include_candidate,verified,"Direct implementation of Marikana Commission policing recommendations"
