record_id,title,year,publisher,url,stakeholder_group_proxy,stakeholder_confidence,stakeholder_method,stakeholder_score_government,stakeholder_score_investor,stakeholder_score_community,stakeholder_score_labour,stakeholder_score_NGO,stance_a_label,stance_a_score,stance_a_positive_sentences,stance_a_negative_sentences,stance_b_label,stance_b_score,stance_b_positive_sentences,stance_b_negative_sentences,draft_reconstructed_label,annotation_confidence,needs_review,review_reason,positive_cue_families,negative_cue_families,final_reconstructed_label,final_label_method,adjudication_score,pass1_stakeholder_group_proxy,pass1_stakeholder_confidence,pass1_stakeholder_method,final_stakeholder_group,final_stakeholder_status,final_stakeholder_method,final_stakeholder_confidence,third_pass_score_government,third_pass_score_investor,third_pass_score_community,third_pass_score_labour,third_pass_score_NGO
OFFICIAL-011,Ramaphosa Heads of Argument,2014,Cyril Ramaphosa,https://www.justice.gov.za/comm-mrk/docs/201411-HoA-Ramaphosa.pdf,government,1.0000,document_author_group,10.000,0.000,0.000,0.000,0.000,0,-4.66344,0,105,0,-8.54400,0,73,0,1.0000,false,computational_readings_agree,,,0,pass1_independent_readings_agree,,government,1.0000,document_author_group,government,resolved,pass1_retained_sufficient_confidence,1.0000,,,,,
OFFICIAL-012,SAHRC Heads of Argument,2014,South African Human Rights Commission,https://www.justice.gov.za/comm-mrk/docs/201411-HoA-SAHRC.pdf,government,1.0000,document_author_group,10.000,0.000,0.000,0.000,0.000,0,-2.52702,123,1551,0,-32.10795,25,1377,0,1.0000,false,computational_readings_agree,,,0,pass1_independent_readings_agree,,government,1.0000,document_author_group,government,resolved,pass1_retained_sufficient_confidence,1.0000,,,,,
OFFICIAL-013,SAPS Heads of Argument,2014,South African Police Service,https://www.justice.gov.za/comm-mrk/docs/201411-HoA-SAPS.pdf,government,1.0000,document_author_group,10.000,0.000,0.000,0.000,0.000,0,-2.47642,68,820,0,-24.86634,8,767,0,1.0000,false,computational_readings_agree,,,0,pass1_independent_readings_agree,,government,1.0000,document_author_group,government,resolved,pass1_retained_sufficient_confidence,1.0000,,,,,
INST-001,Marikana Commission of Inquiry: Report on matters of public national and international concern arising out of tragic incidents at Lonmin Mine in Marikana,2015,South African Human Rights Commission mirror of official Farlam report,https://sahrc.org.za/home/21/files/marikana-report-1.pdf,government,1.0000,document_author_group,10.000,0.000,0.000,0.000,0.000,0,-2.64848,82,1172,0,-29.05598,7,1005,0,1.0000,false,computational_readings_agree,,,0,pass1_independent_readings_agree,,government,1.0000,document_author_group,government,resolved,pass1_retained_sufficient_confidence,1.0000,,,,,
INST-002,Policy Gap 6: A Review of Platinum Mining in the Bojanala District of the North West Province,2012,Bench Marks Foundation,https://www.bench-marks.org.za/wp-content/uploads/2021/02/rustenburg_review_policy_gap_final_aug_2012.pdf,NGO,1.0000,document_author_group,0.000,0.000,0.000,0.000,10.000,0,-0.10426,90,100,0,-2.02922,24,48,0,0.4267,false,computational_readings_agree,,,0,pass1_independent_readings_agree,,NGO,1.0000,document_author_group,NGO,resolved,pass1_retained_sufficient_confidence,1.0000,,,,,
INST-005,Statement on behalf of the deceased miners' families represented before the Marikana Commission of Inquiry,2013,Socio-Economic Rights Institute of South Africa,https://justice.gov.za/comm-mrk/exhibits/Exhibit-FFF-26.pdf,NGO,1.0000,document_author_group,0.000,0.000,0.000,0.000,10.000,0,-1.94591,0,6,0,-2.23607,0,5,0,0.8364,false,computational_readings_agree,,,0,pass1_independent_readings_agree,,NGO,1.0000,document_author_group,NGO,resolved,pass1_retained_sufficient_confidence,1.0000,,,,,
INST-003,Zero Hour: Poor Governance of Mining and the Violation of Environmental Rights in South Africa,2016,Centre for Environmental Rights,https://cer.org.za/wp-content/uploads/2016/06/Zero-Hour-May-2016.pdf,NGO,1.0000,document_author_group,0.000,0.000,0.000,0.000,10.000,0,-2.38676,71,247,0,-4.05539,25,82,0,1.0000,false,computational_readings_agree,,violation,0,pass1_independent_readings_agree,,NGO,1.0000,document_author_group,NGO,resolved,pass1_retained_sufficient_confidence,1.0000,,,,,
MEDIA-001,Lonmin killings hurt SA as mining destination,2012,Mining Weekly,https://www.miningweekly.com/article/lonmin-killings-hurt-sa-as-mining-destination-2012-09-10,investor,0.1705,dominant_voice_proxy,0.350,12.900,0.000,10.700,0.000,0,-3.09591,0,6,0,-3.73607,0,5,0,1.0000,false,computational_readings_agree,,(?:massacre|killings?|shootings?|deaths?|torture) | kill(?:ed|ing|ings)?,0,pass1_independent_readings_agree,,investor,0.1705,dominant_voice_proxy,investor,resolved,pass1_retained_sufficient_confidence,0.1705,,,,,
MEDIA-002,Lonmin's killing fields: the inevitable tragic next move,2012,Daily Maverick,https://www.dailymaverick.co.za/article/2012-08-17-lonmins-killing-fields-the-inevitable-tragic-next-move/,labour,0.4710,dominant_voice_proxy,12.750,12.550,0.000,24.100,0.000,0,-2.94176,1,11,0,-4.32843,0,8,0,1.0000,false,computational_readings_agree,,(?:massacre|killings?|shootings?|deaths?|torture) | kill(?:ed|ing|ings)?,0,pass1_independent_readings_agree,,labour,0.4710,dominant_voice_proxy,labour,resolved,pass1_retained_sufficient_confidence,0.4710,,,,,
MEDIA-003,Lonmin: Malema fans the flames but the victims are still out in the cold,2012,Daily Maverick,https://www.dailymaverick.co.za/article/2012-08-18-lonmin-malema-fans-the-flames-but-the-victims-are-still-out-in-the-cold/,government,0.2827,dominant_voice_proxy,9.550,6.850,4.900,1.750,0.000,0,-2.70805,0,14,0,-3.46410,0,12,0,1.0000,false,computational_readings_agree,,,0,pass1_independent_readings_agree,,government,0.2827,dominant_voice_proxy,government,resolved,pass1_retained_sufficient_confidence,0.2827,,,,,
MEDIA-004,Marikana: Police torture takes centre stage,2012,Daily Maverick,https://www.dailymaverick.co.za/article/2012-08-28-marikana-police-torture-takes-central-stage/,government,0.8557,dominant_voice_proxy,34.650,4.250,0.000,5.000,0.000,0,-4.51730,0,28,0,-6.59902,0,26,0,1.0000,false,computational_readings_agree,,(?:massacre|killings?|shootings?|deaths?|torture) | tortur,0,pass1_independent_readings_agree,,government,0.8557,dominant_voice_proxy,government,resolved,pass1_retained_sufficient_confidence,0.8557,,,,,
MEDIA-005,Marikana eyewitness: He raised his hands they shoot him in the head,2012,Daily Maverick,https://www.dailymaverick.co.za/article/2012-09-06-marikana-eyewitness-he-raised-his-hands-they-shoot-him-in-the-head/,government,0.2793,dominant_voice_proxy,21.300,6.050,2.500,15.350,0.000,0,-4.24104,0,21,0,-3.74166,0,14,0,1.0000,false,computational_readings_agree,,shoot(?:ing|ings)?,0,pass1_independent_readings_agree,,government,0.2793,dominant_voice_proxy,government,resolved,pass1_retained_sufficient_confidence,0.2793,,,,,
MEDIA-006,Marikana: Mourning families and their forgotten legal rights,2012,Daily Maverick,https://www.dailymaverick.co.za/article/2012-08-28-marikana-mourning-families-and-their-forgotten-legal-rights/,community,0.1778,dominant_voice_proxy,7.400,3.200,9.000,0.350,0.000,0,-2.07944,0,7,0,-2.23607,0,5,0,0.8631,false,computational_readings_agree,,,0,pass1_independent_readings_agree,,community,0.1778,dominant_voice_proxy,community,resolved,pass1_retained_sufficient_confidence,0.1778,,,,,
MEDIA-007,FIVE MINUTES: SOUTH AFRICA 16 August 2012,2012,Daily Maverick,https://www.dailymaverick.co.za/article/2012-08-16-five-minutes-south-africa-16-august-2012/,government,0.9683,dominant_voice_proxy,22.100,0.700,0.000,0.700,0.000,0,-1.38629,0,3,1,0.00000,1,1,,0.2773,true,stance_readings_disagree_or_low_margin,,,0,third_computational_adjudication_clear_margin,-0.831774,government,0.9683,dominant_voice_proxy,government,resolved,pass1_retained_sufficient_confidence,0.9683,,,,,
MEDIA-008,Lonmin commemorates deceased mineworkers describes massacre as catalyst for change,2013,Mining Weekly,https://www.miningweekly.com/article/lonmin-commemorates-deceased-mineworkers-describes-massacre-as-catalyst-for-change-2013-08-23,investor,0.6604,dominant_voice_proxy,0.700,16.050,2.800,5.450,0.000,0,-1.84315,2,5,0,-1.91421,1,2,0,0.7515,false,computational_readings_agree,,(?:massacre|killings?|shootings?|deaths?|torture) | massacre,0,pass1_independent_readings_agree,,investor,0.6604,dominant_voice_proxy,investor,resolved,pass1_retained_sufficient_confidence,0.6604,,,,,
MEDIA-009,Economy failed miners says AMCUs Mathunjwa,2013,Mining Weekly,https://www.miningweekly.com/article/economy-failed-miners-says-amcus-mathunjwa-2013-08-16,labour,0.7947,dominant_voice_proxy,3.550,3.900,2.500,19.000,0.000,0,-2.06629,1,4,0,-2.23205,1,3,0,0.8597,false,computational_readings_agree,,(?:failed|failure|non[- ]compliance|breach|neglect|shortcoming) | failed|failure,0,pass1_independent_readings_agree,,labour,0.7947,dominant_voice_proxy,labour,resolved,pass1_retained_sufficient_confidence,0.7947,,,,,
MEDIA-010,Slain Marikana workers to be remembered,2013,Mining Weekly,https://www.miningweekly.com/article/slain-marikana-workers-to-be-remembered-2013-08-13,labour,0.7803,dominant_voice_proxy,11.400,5.700,2.500,51.900,0.000,0,-1.70475,1,10,0,-0.82185,2,5,0,0.5053,false,computational_readings_agree,,,0,pass1_independent_readings_agree,,labour,0.7803,dominant_voice_proxy,labour,resolved,pass1_retained_sufficient_confidence,0.7803,,,,,
MEDIA-011,Marikana one year later: the hell above and below ground,2013,Daily Maverick,https://www.dailymaverick.co.za/article/2013-08-16-marikana-one-year-later-the-hell-above-and-below-ground/,government,0.8462,dominant_voice_proxy,4.550,0.700,0.000,0.350,0.350,0,-1.79176,0,5,0,-2.00000,0,4,0,0.7584,false,computational_readings_agree,,,0,pass1_independent_readings_agree,,government,0.8462,dominant_voice_proxy,government,resolved,pass1_retained_sufficient_confidence,0.8462,,,,,
MEDIA-012,Ramaphosa says negotiation was Marikana panacea,2014,Mining Weekly,https://www.miningweekly.com/article/negotiation-was-marikana-panacea-ramaphosa-2014-08-11,investor,0.0493,dominant_voice_proxy,6.750,7.100,0.000,3.200,0.350,0,-1.38629,2,11,0,-2.64575,0,7,0,0.8064,true,stakeholder_voice_low_confidence,,,0,pass1_independent_readings_agree,,investor,0.0493,dominant_voice_proxy,government,resolved,third_pass_unique_headline_subject,0.9500,1.000,0.000,0.000,0.000,0.000
MEDIA-013,Ramaphosa questioned about Marikana inaction,2014,Mining Weekly,https://www.miningweekly.com/article/ramaphosa-questioned-about-marikana-inaction-2014-08-12,labour,0.4085,dominant_voice_proxy,2.100,1.750,0.000,3.550,0.000,0,-2.19722,0,8,0,-2.23607,0,5,0,0.8867,false,computational_readings_agree,,,0,pass1_independent_readings_agree,,labour,0.4085,dominant_voice_proxy,labour,resolved,pass1_retained_sufficient_confidence,0.4085,,,,,
MEDIA-014,Lonmin affirms Farlam report,2015,Mining Weekly,https://www.miningweekly.com/article/lonmin-affirms-farlam-report-2015-08-21,investor,0.8685,dominant_voice_proxy,3.200,29.650,0.350,3.900,0.000,1,0.00000,1,1,0,-1.00000,0,1,,0.1333,true,stance_readings_disagree_or_low_margin,,,0,third_computational_adjudication_clear_margin,-0.400000,investor,0.8685,dominant_voice_proxy,investor,resolved,pass1_retained_sufficient_confidence,0.8685,,,,,
MEDIA-015,NUM welcomes further investigation recommendation defends member actions,2015,Mining Weekly,https://www.miningweekly.com/article/num-welcomes-further-investigation-recommendation-defends-member-actions-2015-06-26,labour,0.1113,dominant_voice_proxy,29.550,9.250,5.350,33.250,0.000,0,-1.32176,3,14,0,-2.19134,2,13,0,0.7026,true,stakeholder_voice_low_confidence,,,0,pass1_independent_readings_agree,,labour,0.1113,dominant_voice_proxy,labour,resolved,third_pass_unique_headline_subject,0.9500,0.000,0.000,0.000,1.000,0.000
MEDIA-016,Lonmin unveils design proposal for Marikana memorial park showcases new apartments,2017,Mining Weekly,https://www.miningweekly.com/article/lonmin-unveils-design-proposal-for-marikana-memorial-park-showcases-new-apartments-2017-08-15,investor,0.6201,dominant_voice_proxy,2.850,24.350,2.100,9.250,0.000,1,0.22314,4,3,0,-1.73205,0,3,,0.1863,true,stance_readings_disagree_or_low_margin,,,0,third_computational_adjudication_clear_margin,-0.558936,investor,0.6201,dominant_voice_proxy,investor,resolved,pass1_retained_sufficient_confidence,0.6201,,,,,
MEDIA-017,Six years on there is no accountability for the elite police unit shootings at Marikana Scene 2,2018,Daily Maverick,https://www.dailymaverick.co.za/article/2018-08-16-six-years-on-there-is-no-accountability-for-the-elite-police-unit-shootings-at-marikana-scene-2/,government,0.3411,dominant_voice_proxy,19.200,0.350,0.350,12.650,0.000,0,-4.17042,1,40,0,-7.66441,0,38,0,1.0000,false,computational_readings_agree,,(?:massacre|killings?|shootings?|deaths?|torture) | shoot(?:ing|ings)?,0,pass1_independent_readings_agree,,government,0.3411,dominant_voice_proxy,government,resolved,pass1_retained_sufficient_confidence,0.3411,,,,,
MEDIA-018,Sibanye hosts Marikana memorial lecture,2020,Mining Weekly,https://www.miningweekly.com/article/sibanye-hosts-marikana-memorial-lecture-2020-08-14,investor,0.7391,dominant_voice_proxy,1.050,16.100,1.400,4.200,0.000,0,-1.32176,3,14,0,-1.58457,3,11,0,0.5813,false,computational_readings_agree,,,0,pass1_independent_readings_agree,,investor,0.7391,dominant_voice_proxy,investor,resolved,pass1_retained_sufficient_confidence,0.7391,,,,,
MEDIA-019,Marikana: The unfolding of a never-ending tragedy,2021,Daily Maverick,https://www.dailymaverick.co.za/article/2021-08-14-marikana-the-unfolding-of-a-never-ending-tragedy/,government,0.1944,dominant_voice_proxy,41.400,33.350,2.800,29.650,0.000,0,-2.83321,2,50,0,-5.29399,2,45,0,1.0000,false,computational_readings_agree,,,0,pass1_independent_readings_agree,,government,0.1944,dominant_voice_proxy,government,resolved,pass1_retained_sufficient_confidence,0.1944,,,,,
MEDIA-020,Families of slain Marikana mine workers reflect on decade of betrayal,2022,Daily Maverick,https://www.dailymaverick.co.za/article/2022-08-15-marikana-families-of-slain-mineworkers-reflect-on-10-years-of-betrayal/,labour,0.3934,dominant_voice_proxy,14.950,6.750,16.500,27.200,0.000,0,-0.87547,4,11,0,-1.58457,3,11,0,0.4920,false,computational_readings_agree,,,0,pass1_independent_readings_agree,,labour,0.3934,dominant_voice_proxy,labour,resolved,pass1_retained_sufficient_confidence,0.3934,,,,,
MEDIA-021,The smell of blood comes back to me as I think of Marikana,2022,Daily Maverick,https://www.dailymaverick.co.za/article/2022-08-15-the-smell-of-blood-comes-back-to-me-as-i-remember-sas-dark-day-in-a-north-west-village/,labour,0.1228,dominant_voice_proxy,0.700,2.500,1.050,2.850,0.000,0,-0.40547,1,2,0,-1.41421,0,2,0,0.3639,false,computational_readings_agree,,,0,pass1_independent_readings_agree,,labour,0.1228,dominant_voice_proxy,labour,resolved,pass1_retained_sufficient_confidence,0.1228,,,,,
MEDIA-022,"Lonmin Q1 2014 mining production down 10%, will revise full-year guidance as result of strikes",2014,Mining Weekly,https://www.miningweekly.com/article/lonmin-q1-2014-mining-production-down-10-will-revise-full-year-guidance-as-result-of-strikes-2014-01-30,investor,0.6454,dominant_voice_proxy,0.000,21.150,0.000,7.500,0.000,0,-2.24861,0,2,0,-2.91421,0,2,0,1.0000,false,computational_readings_agree,,(?:strike|protest|unrest|industrial action) | strike,0,pass1_independent_readings_agree,,investor,0.6454,dominant_voice_proxy,investor,resolved,pass1_retained_sufficient_confidence,0.6454,,,,,
MEDIA-023,AMCU members defy call to return to work,2014,Engineering News,https://www.engineeringnews.co.za/article/amcu-members-defy-call-to-return-to-work-2014-05-14,labour,0.7130,dominant_voice_proxy,0.000,2.100,3.200,11.150,0.000,0,-1.09861,0,2,0,-1.00000,0,1,0,0.4197,false,computational_readings_agree,,,0,pass1_independent_readings_agree,,labour,0.7130,dominant_voice_proxy,labour,resolved,pass1_retained_sufficient_confidence,0.7130,,,,,
MEDIA-024,"Lonmin, AMCU celebrate finalisation of landmark BEE equity deal",2014,Mining Weekly,https://www.miningweekly.com/article/lonmin-amcu-celebrate-finalisation-of-landmark-bee-equity-deal-2014-12-12,investor,0.4257,dominant_voice_proxy,2.850,17.500,3.500,10.050,0.000,1,1.38629,3,0,1,1.41421,2,0,1,0.5601,false,computational_readings_agree,,,1,pass1_independent_readings_agree,,investor,0.4257,dominant_voice_proxy,investor,resolved,pass1_retained_sufficient_confidence,0.4257,,,,,
MEDIA-025,"Farlam wants workers housed, Mining Charter goes to court, coal firms transform for Eskom",2015,Mining Weekly,https://www.miningweekly.com/article/farlam-wants-workers-housed-mining-charter-goes-to-court-coal-firms-transform-for-eskom-2015-06-26,government,0.4808,dominant_voice_proxy,7.800,3.900,0.000,4.050,0.000,0,-0.40547,1,2,0,-1.41421,0,2,0,0.3639,false,computational_readings_agree,,,0,pass1_independent_readings_agree,,government,0.4808,dominant_voice_proxy,government,resolved,pass1_retained_sufficient_confidence,0.4808,,,,,
MEDIA-026,"Lonmin cuts workforce, shrinks capex, lowers unit costs",2015,Mining Weekly,https://www.miningweekly.com/article/lonmin-cuts-workforce-shrinks-capex-lowers-unit-costs-2015-11-13,investor,0.5652,dominant_voice_proxy,0.350,17.250,0.000,7.500,0.000,0,-1.09861,0,2,0,-1.41421,0,2,0,0.5026,false,computational_readings_agree,,,0,pass1_independent_readings_agree,,investor,0.5652,dominant_voice_proxy,investor,resolved,pass1_retained_sufficient_confidence,0.5652,,,,,
MEDIA-027,Corobrik's quality face bricks used in the construction of Marikana's housing project,2016,Engineering News,https://www.engineeringnews.co.za/article/corobriks-quality-face-bricks-used-in-the-construction-of-marikanas-housing-project-2016-05-23,government,0.2056,dominant_voice_proxy,5.350,0.700,4.250,0.000,0.000,1,0.69315,1,0,1,1.41421,2,0,1,0.4215,false,computational_readings_agree,,,1,pass1_independent_readings_agree,,government,0.2056,dominant_voice_proxy,government,resolved,pass1_retained_sufficient_confidence,0.2056,,,,,
MEDIA-028,"Objectives are to cut fixed costs, minimise capex, up efficiencies",2017,Mining Weekly,https://www.miningweekly.com/article/objectives-are-to-cut-fixed-costs-minimise-capex-up-efficiencies-2017-04-07,investor,0.8121,dominant_voice_proxy,0.000,7.450,1.400,0.700,0.000,1,0.69315,3,1,1,0.41421,2,1,1,0.2215,false,computational_readings_agree,,,1,pass1_independent_readings_agree,,investor,0.8121,dominant_voice_proxy,investor,resolved,pass1_retained_sufficient_confidence,0.8121,,,,,
MEDIA-029,The lost platinum sector jobs are not coming back,2019,Daily Maverick,https://www.dailymaverick.co.za/article/2019-10-24-the-lost-platinum-sector-jobs-are-not-coming-back/,investor,0.3458,dominant_voice_proxy,2.100,5.350,0.000,3.500,0.000,0,-2.07944,1,15,0,-3.46410,0,12,0,1.0000,false,computational_readings_agree,,,0,pass1_independent_readings_agree,,investor,0.3458,dominant_voice_proxy,investor,resolved,pass1_retained_sufficient_confidence,0.3458,,,,,
MEDIA-030,"One decade on, the Marikana mine has seen a turnaround in fortunes and is making a punchy profit",2022,Daily Maverick,https://www.dailymaverick.co.za/article/2022-08-14-one-decade-on-the-marikana-mine-has-seen-a-turnaround-in-fortunes-and-is-making-a-punchy-profit/,investor,0.6416,dominant_voice_proxy,0.350,16.600,0.000,5.950,0.000,0,-0.91629,1,4,0,-1.00000,1,4,0,0.3833,false,computational_readings_agree,,,0,pass1_independent_readings_agree,,investor,0.6416,dominant_voice_proxy,investor,resolved,pass1_retained_sufficient_confidence,0.6416,,,,,
MEDIA-032,80 000 AMCU workers on strike in platinum sector,2014,Mining Weekly,https://www.miningweekly.com/article/80-000-amcu-workers-on-strike-in-platinum-sector-2014-01-23,labour,0.7483,dominant_voice_proxy,12.800,9.950,0.000,50.850,0.000,0,-3.16490,1,14,0,-5.10555,0,13,0,1.0000,false,computational_readings_agree,,(?:strike|protest|unrest|industrial action) | strike,0,pass1_independent_readings_agree,,labour,0.7483,dominant_voice_proxy,labour,resolved,pass1_retained_sufficient_confidence,0.7483,,,,,
MEDIA-033,Strike-hit mothers have no food to put on the table – Lonmin,2014,Mining Weekly,https://www.miningweekly.com/article/strike-hit-mothers-have-no-food-to-put-on-the-table-lonmin-2014-04-03,labour,0.2694,dominant_voice_proxy,2.850,15.050,0.000,20.600,0.000,0,-2.02547,4,11,0,-4.50000,0,9,0,1.0000,false,computational_readings_agree,,(?:strike|protest|unrest|industrial action) | strike,0,pass1_independent_readings_agree,,labour,0.2694,dominant_voice_proxy,labour,resolved,pass1_retained_sufficient_confidence,0.2694,,,,,
MEDIA-034,Miners regress on ARV treatment – Lonmin,2014,Mining Weekly,https://www.miningweekly.com/article/miners-regress-on-arv-treatment-lonmin-2014-04-14,labour,0.0137,dominant_voice_proxy,2.500,14.400,0.000,14.600,0.000,0,-0.40547,1,2,0,-1.41421,0,2,0,0.3639,true,stakeholder_voice_low_confidence,,,0,pass1_independent_readings_agree,,labour,0.0137,dominant_voice_proxy,,unresolved,unresolved_stakeholder_voice_ambiguous,0.2230,3.800,21.600,0.000,27.800,0.000
MEDIA-035,"AMCU opens strike fund for members, calls for donations",2014,Mining Weekly,https://www.miningweekly.com/article/amcu-opens-strike-fund-for-members-calls-for-donations-2014-04-15,labour,0.7576,dominant_voice_proxy,3.200,0.700,0.350,13.200,0.000,0,-2.53629,0,3,0,-3.73607,0,5,0,1.0000,false,computational_readings_agree,,(?:strike|protest|unrest|industrial action) | strike,0,pass1_independent_readings_agree,,labour,0.7576,dominant_voice_proxy,labour,resolved,pass1_retained_sufficient_confidence,0.7576,,,,,
MEDIA-036,AMCU considering all options – negotiator,2014,Mining Weekly,https://www.miningweekly.com/article/amcu-considering-all-options-negotiator-2014-05-29,labour,0.8607,dominant_voice_proxy,2.500,0.700,0.000,17.950,0.000,0,-1.09861,0,2,0,-1.73205,0,3,0,0.5661,false,computational_readings_agree,,,0,pass1_independent_readings_agree,,labour,0.8607,dominant_voice_proxy,labour,resolved,pass1_retained_sufficient_confidence,0.8607,,,,,
MEDIA-037,Housing Miners,2014,Mining Weekly,https://www.miningweekly.com/article/housing-miners-2014-11-11,investor,0.1021,dominant_voice_proxy,6.750,11.750,4.950,10.550,0.000,1,0.40547,2,1,1,1.00000,1,0,1,0.2811,true,stakeholder_voice_low_confidence,,,1,pass1_independent_readings_agree,,investor,0.1021,dominant_voice_proxy,labour,resolved,third_pass_unique_headline_subject,0.9500,0.000,0.000,0.000,1.000,0.000
