record_id,stakeholder_group,variant,criterion,matched_sentences,distinct_families,relevant
OFFICIAL-001,labour,employment_strict,Local Employment,0,0,false
OFFICIAL-001,labour,employment_strict,Community Infrastructure,9,2,true
OFFICIAL-001,labour,finance_broad_employment_strict,NPV,0,0,false
OFFICIAL-001,labour,finance_broad_employment_strict,IRR,0,0,false
OFFICIAL-001,labour,finance_broad_employment_strict,Geological Feasibility,0,0,false
OFFICIAL-001,labour,finance_broad_employment_strict,Market Stability,0,0,false
OFFICIAL-001,labour,finance_broad_employment_strict,Local Employment,0,0,false
OFFICIAL-001,labour,finance_broad_employment_strict,Community Infrastructure,9,2,true
OFFICIAL-010,labour,primary_preregistered,NPV,0,0,false
OFFICIAL-010,labour,primary_preregistered,IRR,0,0,false
OFFICIAL-010,labour,primary_preregistered,Geological Feasibility,2,2,true
OFFICIAL-010,labour,primary_preregistered,Market Stability,0,0,false
OFFICIAL-010,labour,primary_preregistered,Local Employment,224,7,true
OFFICIAL-010,labour,primary_preregistered,Community Infrastructure,15,4,true
OFFICIAL-010,labour,employment_strict,NPV,0,0,false
OFFICIAL-010,labour,employment_strict,IRR,0,0,false
OFFICIAL-010,labour,employment_strict,Geological Feasibility,2,2,true
OFFICIAL-010,labour,employment_strict,Market Stability,0,0,false
OFFICIAL-010,labour,employment_strict,Local Employment,0,0,false
OFFICIAL-010,labour,employment_strict,Community Infrastructure,15,4,true
OFFICIAL-010,labour,finance_broad_employment_strict,NPV,1,1,false
OFFICIAL-010,labour,finance_broad_employment_strict,IRR,1,1,false
OFFICIAL-010,labour,finance_broad_employment_strict,Geological Feasibility,2,2,true
OFFICIAL-010,labour,finance_broad_employment_strict,Market Stability,0,0,false
OFFICIAL-010,labour,finance_broad_employment_strict,Local Employment,0,0,false
OFFICIAL-010,labour,finance_broad_employment_strict,Community Infrastructure,15,4,true
OFFICIAL-007,investor,primary_preregistered,NPV,1,1,false
OFFICIAL-007,investor,primary_preregistered,IRR,0,0,false
OFFICIAL-007,investor,primary_preregistered,Geological Feasibility,1,1,false
OFFICIAL-007,investor,primary_preregistered,Market Stability,0,0,false
OFFICIAL-007,investor,primary_preregistered,Local Employment,354,7,true
OFFICIAL-007,investor,primary_preregistered,Community Infrastructure,43,5,true
OFFICIAL-007,investor,employment_strict,NPV,1,1,false
OFFICIAL-007,investor,employment_strict,IRR,0,0,false
OFFICIAL-007,investor,employment_strict,Geological Feasibility,1,1,false
OFFICIAL-007,investor,employment_strict,Market Stability,0,0,false
OFFICIAL-007,investor,employment_strict,Local Employment,0,0,false
OFFICIAL-007,investor,employment_strict,Community Infrastructure,43,5,true
OFFICIAL-007,investor,finance_broad_employment_strict,NPV,4,2,true
OFFICIAL-007,investor,finance_broad_employment_strict,IRR,2,1,false
OFFICIAL-007,investor,finance_broad_employment_strict,Geological Feasibility,1,1,false
OFFICIAL-007,investor,finance_broad_employment_strict,Market Stability,0,0,false
OFFICIAL-007,investor,finance_broad_employment_strict,Local Employment,0,0,false
OFFICIAL-007,investor,finance_broad_employment_strict,Community Infrastructure,43,5,true
OFFICIAL-006,community,primary_preregistered,NPV,0,0,false
OFFICIAL-006,community,primary_preregistered,IRR,0,0,false
OFFICIAL-006,community,primary_preregistered,Geological Feasibility,3,1,false
OFFICIAL-006,community,primary_preregistered,Market Stability,0,0,false
OFFICIAL-006,community,primary_preregistered,Local Employment,133,7,true
OFFICIAL-006,community,primary_preregistered,Community Infrastructure,59,4,true
OFFICIAL-006,community,employment_strict,NPV,0,0,false
OFFICIAL-006,community,employment_strict,IRR,0,0,false
OFFICIAL-006,community,employment_strict,Geological Feasibility,3,1,false
OFFICIAL-006,community,employment_strict,Market Stability,0,0,false
OFFICIAL-006,community,employment_strict,Local Employment,0,0,false
OFFICIAL-006,community,employment_strict,Community Infrastructure,59,4,true
OFFICIAL-006,community,finance_broad_employment_strict,NPV,3,2,true
OFFICIAL-006,community,finance_broad_employment_strict,IRR,1,1,false
OFFICIAL-006,community,finance_broad_employment_strict,Geological Feasibility,3,1,false
OFFICIAL-006,community,finance_broad_employment_strict,Market Stability,0,0,false
OFFICIAL-006,community,finance_broad_employment_strict,Local Employment,0,0,false
OFFICIAL-006,community,finance_broad_employment_strict,Community Infrastructure,59,4,true
OFFICIAL-008,NGO,primary_preregistered,NPV,0,0,false
OFFICIAL-008,NGO,primary_preregistered,IRR,1,1,false
OFFICIAL-008,NGO,primary_preregistered,Geological Feasibility,6,1,false
OFFICIAL-008,NGO,primary_preregistered,Market Stability,1,1,false
OFFICIAL-008,NGO,primary_preregistered,Local Employment,150,7,true
OFFICIAL-008,NGO,primary_preregistered,Community Infrastructure,131,7,true
OFFICIAL-008,NGO,employment_strict,NPV,0,0,false
OFFICIAL-008,NGO,employment_strict,IRR,1,1,false
OFFICIAL-008,NGO,employment_strict,Geological Feasibility,6,1,false
OFFICIAL-008,NGO,employment_strict,Market Stability,1,1,false
OFFICIAL-008,NGO,employment_strict,Local Employment,0,0,false
OFFICIAL-008,NGO,employment_strict,Community Infrastructure,131,7,true
OFFICIAL-008,NGO,finance_broad_employment_strict,NPV,3,2,true
OFFICIAL-008,NGO,finance_broad_employment_strict,IRR,2,2,true
OFFICIAL-008,NGO,finance_broad_employment_strict,Geological Feasibility,6,1,false
OFFICIAL-008,NGO,finance_broad_employment_strict,Market Stability,1,1,false
OFFICIAL-008,NGO,finance_broad_employment_strict,Local Employment,0,0,false
OFFICIAL-008,NGO,finance_broad_employment_strict,Community Infrastructure,131,7,true
OFFICIAL-005,community,primary_preregistered,NPV,0,0,false
OFFICIAL-005,community,primary_preregistered,IRR,0,0,false
OFFICIAL-005,community,primary_preregistered,Geological Feasibility,0,0,false
OFFICIAL-005,community,primary_preregistered,Market Stability,0,0,false
OFFICIAL-005,community,primary_preregistered,Local Employment,22,7,true
OFFICIAL-005,community,primary_preregistered,Community Infrastructure,88,3,true
OFFICIAL-005,community,employment_strict,NPV,0,0,false
OFFICIAL-005,community,employment_strict,IRR,0,0,false
OFFICIAL-005,community,employment_strict,Geological Feasibility,0,0,false
OFFICIAL-005,community,employment_strict,Market Stability,0,0,false
OFFICIAL-005,community,employment_strict,Local Employment,0,0,false
OFFICIAL-005,community,employment_strict,Community Infrastructure,88,3,true
OFFICIAL-005,community,finance_broad_employment_strict,NPV,0,0,false
OFFICIAL-005,community,finance_broad_employment_strict,IRR,0,0,false
OFFICIAL-005,community,finance_broad_employment_strict,Geological Feasibility,0,0,false
OFFICIAL-005,community,finance_broad_employment_strict,Market Stability,0,0,false
OFFICIAL-005,community,finance_broad_employment_strict,Local Employment,0,0,false
OFFICIAL-005,community,finance_broad_employment_strict,Community Infrastructure,88,3,true
INST-005,NGO,primary_preregistered,NPV,0,0,false
INST-005,NGO,primary_preregistered,IRR,0,0,false
INST-005,NGO,primary_preregistered,Geological Feasibility,0,0,false
INST-005,NGO,primary_preregistered,Market Stability,0,0,false
INST-005,NGO,primary_preregistered,Local Employment,0,0,false
INST-005,NGO,primary_preregistered,Community Infrastructure,1,1,false
INST-005,NGO,employment_strict,NPV,0,0,false
INST-005,NGO,employment_strict,IRR,0,0,false
INST-005,NGO,employment_strict,Geological Feasibility,0,0,false
INST-005,NGO,employment_strict,Market Stability,0,0,false
INST-005,NGO,employment_strict,Local Employment,0,0,false
INST-005,NGO,employment_strict,Community Infrastructure,1,1,false
INST-005,NGO,finance_broad_employment_strict,NPV,0,0,false
INST-005,NGO,finance_broad_employment_strict,IRR,0,0,false
INST-005,NGO,finance_broad_employment_strict,Geological Feasibility,0,0,false
INST-005,NGO,finance_broad_employment_strict,Market Stability,0,0,false
INST-005,NGO,finance_broad_employment_strict,Local Employment,0,0,false
INST-005,NGO,finance_broad_employment_strict,Community Infrastructure,1,1,false
OFFICIAL-013,government,primary_preregistered,NPV,0,0,false
OFFICIAL-013,government,primary_preregistered,IRR,0,0,false
OFFICIAL-013,government,primary_preregistered,Geological Feasibility,0,0,false
OFFICIAL-013,government,primary_preregistered,Market Stability,0,0,false
OFFICIAL-013,government,primary_preregistered,Local Employment,162,6,true
OFFICIAL-013,government,primary_preregistered,Community Infrastructure,47,5,true
OFFICIAL-013,government,employment_strict,NPV,0,0,false
OFFICIAL-013,government,employment_strict,IRR,0,0,false
OFFICIAL-013,government,employment_strict,Geological Feasibility,0,0,false
OFFICIAL-013,government,employment_strict,Market Stability,0,0,false
OFFICIAL-013,government,employment_strict,Local Employment,0,0,false
OFFICIAL-013,government,employment_strict,Community Infrastructure,47,5,true
OFFICIAL-013,government,finance_broad_employment_strict,NPV,1,1,false
OFFICIAL-013,government,finance_broad_employment_strict,IRR,0,0,false
OFFICIAL-013,government,finance_broad_employment_strict,Geological Feasibility,0,0,false
OFFICIAL-013,government,finance_broad_employment_strict,Market Stability,0,0,false
OFFICIAL-013,government,finance_broad_employment_strict,Local Employment,0,0,false
OFFICIAL-013,government,finance_broad_employment_strict,Community Infrastructure,47,5,true
INST-002,NGO,primary_preregistered,NPV,0,0,false
INST-002,NGO,primary_preregistered,IRR,0,0,false
INST-002,NGO,primary_preregistered,Geological Feasibility,10,4,true
INST-002,NGO,primary_preregistered,Market Stability,5,3,true
INST-002,NGO,primary_preregistered,Local Employment,358,8,true
INST-002,NGO,primary_preregistered,Community Infrastructure,198,10,true
INST-002,NGO,employment_strict,NPV,0,0,false
INST-002,NGO,employment_strict,IRR,0,0,false
INST-002,NGO,employment_strict,Geological Feasibility,10,4,true
INST-002,NGO,employment_strict,Market Stability,5,3,true
INST-002,NGO,employment_strict,Local Employment,27,6,true
INST-002,NGO,employment_strict,Community Infrastructure,198,10,true
INST-002,NGO,finance_broad_employment_strict,NPV,45,6,true
INST-002,NGO,finance_broad_employment_strict,IRR,4,1,false
INST-002,NGO,finance_broad_employment_strict,Geological Feasibility,10,4,true
INST-002,NGO,finance_broad_employment_strict,Market Stability,5,3,true
INST-002,NGO,finance_broad_employment_strict,Local Employment,27,6,true
INST-002,NGO,finance_broad_employment_strict,Community Infrastructure,198,10,true
INST-003,NGO,primary_preregistered,NPV,0,0,false
INST-003,NGO,primary_preregistered,IRR,0,0,false
INST-003,NGO,primary_preregistered,Geological Feasibility,82,2,true
INST-003,NGO,primary_preregistered,Market Stability,0,0,false
INST-003,NGO,primary_preregistered,Local Employment,19,5,true
INST-003,NGO,primary_preregistered,Community Infrastructure,388,8,true
INST-003,NGO,employment_strict,NPV,0,0,false
INST-003,NGO,employment_strict,IRR,0,0,false
INST-003,NGO,employment_strict,Geological Feasibility,82,2,true
INST-003,NGO,employment_strict,Market Stability,0,0,false
INST-003,NGO,employment_strict,Local Employment,4,2,true
INST-003,NGO,employment_strict,Community Infrastructure,388,8,true
INST-003,NGO,finance_broad_employment_strict,NPV,17,3,true
INST-003,NGO,finance_broad_employment_strict,IRR,0,0,false
INST-003,NGO,finance_broad_employment_strict,Geological Feasibility,82,2,true
INST-003,NGO,finance_broad_employment_strict,Market Stability,0,0,false
INST-003,NGO,finance_broad_employment_strict,Local Employment,4,2,true
INST-003,NGO,finance_broad_employment_strict,Community Infrastructure,388,8,true
MEDIA-002,labour,primary_preregistered,NPV,0,0,false
MEDIA-002,labour,primary_preregistered,IRR,0,0,false
MEDIA-002,labour,primary_preregistered,Geological Feasibility,0,0,false
MEDIA-002,labour,primary_preregistered,Market Stability,0,0,false
MEDIA-002,labour,primary_preregistered,Local Employment,4,4,true
MEDIA-002,labour,primary_preregistered,Community Infrastructure,0,0,false
MEDIA-002,labour,employment_strict,NPV,0,0,false
MEDIA-002,labour,employment_strict,IRR,0,0,false
MEDIA-002,labour,employment_strict,Geological Feasibility,0,0,false
MEDIA-002,labour,employment_strict,Market Stability,0,0,false
MEDIA-002,labour,employment_strict,Local Employment,0,0,false
MEDIA-002,labour,employment_strict,Community Infrastructure,0,0,false
MEDIA-002,labour,finance_broad_employment_strict,NPV,0,0,false
MEDIA-002,labour,finance_broad_employment_strict,IRR,0,0,false
MEDIA-002,labour,finance_broad_employment_strict,Geological Feasibility,0,0,false
MEDIA-002,labour,finance_broad_employment_strict,Market Stability,0,0,false
MEDIA-002,labour,finance_broad_employment_strict,Local Employment,0,0,false
MEDIA-002,labour,finance_broad_employment_strict,Community Infrastructure,0,0,false
INST-001,government,primary_preregistered,NPV,0,0,false
INST-001,government,primary_preregistered,IRR,0,0,false
INST-001,government,primary_preregistered,Geological Feasibility,13,1,false
INST-001,government,primary_preregistered,Market Stability,0,0,false
INST-001,government,primary_preregistered,Local Employment,285,7,true
INST-001,government,primary_preregistered,Community Infrastructure,137,7,true
INST-001,government,employment_strict,NPV,0,0,false
INST-001,government,employment_strict,IRR,0,0,false
INST-001,government,employment_strict,Geological Feasibility,13,1,false
INST-001,government,employment_strict,Market Stability,0,0,false
INST-001,government,employment_strict,Local Employment,0,0,false
INST-001,government,employment_strict,Community Infrastructure,137,7,true
INST-001,government,finance_broad_employment_strict,NPV,2,2,true
INST-001,government,finance_broad_employment_strict,IRR,0,0,false
INST-001,government,finance_broad_employment_strict,Geological Feasibility,13,1,false
INST-001,government,finance_broad_employment_strict,Market Stability,0,0,false
INST-001,government,finance_broad_employment_strict,Local Employment,0,0,false
INST-001,government,finance_broad_employment_strict,Community Infrastructure,137,7,true
OFFICIAL-012,government,primary_preregistered,NPV,0,0,false
OFFICIAL-012,government,primary_preregistered,IRR,0,0,false
OFFICIAL-012,government,primary_preregistered,Geological Feasibility,2,1,false
OFFICIAL-012,government,primary_preregistered,Market Stability,0,0,false
OFFICIAL-012,government,primary_preregistered,Local Employment,62,7,true
OFFICIAL-012,government,primary_preregistered,Community Infrastructure,152,5,true
OFFICIAL-012,government,employment_strict,NPV,0,0,false
OFFICIAL-012,government,employment_strict,IRR,0,0,false
OFFICIAL-012,government,employment_strict,Geological Feasibility,2,1,false
OFFICIAL-012,government,employment_strict,Market Stability,0,0,false
OFFICIAL-012,government,employment_strict,Local Employment,0,0,false
OFFICIAL-012,government,employment_strict,Community Infrastructure,152,5,true
OFFICIAL-012,government,finance_broad_employment_strict,NPV,2,2,true
OFFICIAL-012,government,finance_broad_employment_strict,IRR,0,0,false
OFFICIAL-012,government,finance_broad_employment_strict,Geological Feasibility,2,1,false
OFFICIAL-012,government,finance_broad_employment_strict,Market Stability,0,0,false
OFFICIAL-012,government,finance_broad_employment_strict,Local Employment,0,0,false
OFFICIAL-012,government,finance_broad_employment_strict,Community Infrastructure,152,5,true
MEDIA-003,government,primary_preregistered,NPV,0,0,false
MEDIA-003,government,primary_preregistered,IRR,0,0,false
MEDIA-003,government,primary_preregistered,Geological Feasibility,0,0,false
MEDIA-003,government,primary_preregistered,Market Stability,0,0,false
MEDIA-003,government,primary_preregistered,Local Employment,6,3,true
MEDIA-003,government,primary_preregistered,Community Infrastructure,2,1,false
MEDIA-003,government,employment_strict,NPV,0,0,false
MEDIA-003,government,employment_strict,IRR,0,0,false
MEDIA-003,government,employment_strict,Geological Feasibility,0,0,false
MEDIA-003,government,employment_strict,Market Stability,0,0,false
MEDIA-003,government,employment_strict,Local Employment,0,0,false
MEDIA-003,government,employment_strict,Community Infrastructure,2,1,false
MEDIA-003,government,finance_broad_employment_strict,NPV,1,1,false
MEDIA-003,government,finance_broad_employment_strict,IRR,0,0,false
MEDIA-003,government,finance_broad_employment_strict,Geological Feasibility,0,0,false
MEDIA-003,government,finance_broad_employment_strict,Market Stability,0,0,false
MEDIA-003,government,finance_broad_employment_strict,Local Employment,0,0,false
MEDIA-003,government,finance_broad_employment_strict,Community Infrastructure,2,1,false
MEDIA-004,government,primary_preregistered,NPV,0,0,false
MEDIA-004,government,primary_preregistered,IRR,0,0,false
MEDIA-004,government,primary_preregistered,Geological Feasibility,0,0,false
MEDIA-004,government,primary_preregistered,Market Stability,0,0,false
MEDIA-004,government,primary_preregistered,Local Employment,2,1,false
MEDIA-004,government,primary_preregistered,Community Infrastructure,2,2,true
MEDIA-004,government,employment_strict,NPV,0,0,false
MEDIA-004,government,employment_strict,IRR,0,0,false
MEDIA-004,government,employment_strict,Geological Feasibility,0,0,false
MEDIA-004,government,employment_strict,Market Stability,0,0,false
MEDIA-004,government,employment_strict,Local Employment,0,0,false
MEDIA-004,government,employment_strict,Community Infrastructure,2,2,true
MEDIA-004,government,finance_broad_employment_strict,NPV,0,0,false
MEDIA-004,government,finance_broad_employment_strict,IRR,0,0,false
MEDIA-004,government,finance_broad_employment_strict,Geological Feasibility,0,0,false
MEDIA-004,government,finance_broad_employment_strict,Market Stability,0,0,false
MEDIA-004,government,finance_broad_employment_strict,Local Employment,0,0,false
MEDIA-004,government,finance_broad_employment_strict,Community Infrastructure,2,2,true
MEDIA-005,government,primary_preregistered,NPV,0,0,false
MEDIA-005,government,primary_preregistered,IRR,0,0,false
MEDIA-005,government,primary_preregistered,Geological Feasibility,0,0,false
MEDIA-005,government,primary_preregistered,Market Stability,0,0,false
MEDIA-005,government,primary_preregistered,Local Employment,4,3,true
MEDIA-005,government,primary_preregistered,Community Infrastructure,0,0,false
MEDIA-005,government,employment_strict,NPV,0,0,false
MEDIA-005,government,employment_strict,IRR,0,0,false
MEDIA-005,government,employment_strict,Geological Feasibility,0,0,false
MEDIA-005,government,employment_strict,Market Stability,0,0,false
MEDIA-005,government,employment_strict,Local Employment,0,0,false
MEDIA-005,government,employment_strict,Community Infrastructure,0,0,false
MEDIA-005,government,finance_broad_employment_strict,NPV,0,0,false
MEDIA-005,government,finance_broad_employment_strict,IRR,0,0,false
MEDIA-005,government,finance_broad_employment_strict,Geological Feasibility,0,0,false
MEDIA-005,government,finance_broad_employment_strict,Market Stability,0,0,false
MEDIA-005,government,finance_broad_employment_strict,Local Employment,0,0,false
MEDIA-005,government,finance_broad_employment_strict,Community Infrastructure,0,0,false
MEDIA-006,community,primary_preregistered,NPV,0,0,false
MEDIA-006,community,primary_preregistered,IRR,0,0,false
MEDIA-006,community,primary_preregistered,Geological Feasibility,0,0,false
MEDIA-006,community,primary_preregistered,Market Stability,0,0,false
MEDIA-006,community,primary_preregistered,Local Employment,1,1,false
MEDIA-006,community,primary_preregistered,Community Infrastructure,1,2,false
MEDIA-006,community,employment_strict,NPV,0,0,false
MEDIA-006,community,employment_strict,IRR,0,0,false
MEDIA-006,community,employment_strict,Geological Feasibility,0,0,false
MEDIA-006,community,employment_strict,Market Stability,0,0,false
MEDIA-006,community,employment_strict,Local Employment,0,0,false
MEDIA-006,community,employment_strict,Community Infrastructure,1,2,false
MEDIA-006,community,finance_broad_employment_strict,NPV,0,0,false
MEDIA-006,community,finance_broad_employment_strict,IRR,0,0,false
MEDIA-006,community,finance_broad_employment_strict,Geological Feasibility,0,0,false
MEDIA-006,community,finance_broad_employment_strict,Market Stability,0,0,false
MEDIA-006,community,finance_broad_employment_strict,Local Employment,0,0,false
MEDIA-006,community,finance_broad_employment_strict,Community Infrastructure,1,2,false
MEDIA-001,investor,primary_preregistered,NPV,0,0,false
MEDIA-001,investor,primary_preregistered,IRR,0,0,false
MEDIA-001,investor,primary_preregistered,Geological Feasibility,0,0,false
MEDIA-001,investor,primary_preregistered,Market Stability,0,0,false
MEDIA-001,investor,primary_preregistered,Local Employment,6,3,true
MEDIA-001,investor,primary_preregistered,Community Infrastructure,3,3,true
MEDIA-001,investor,employment_strict,NPV,0,0,false
MEDIA-001,investor,employment_strict,IRR,0,0,false
MEDIA-001,investor,employment_strict,Geological Feasibility,0,0,false
MEDIA-001,investor,employment_strict,Market Stability,0,0,false
MEDIA-001,investor,employment_strict,Local Employment,0,0,false
MEDIA-001,investor,employment_strict,Community Infrastructure,3,3,true
MEDIA-001,investor,finance_broad_employment_strict,NPV,1,1,false
MEDIA-001,investor,finance_broad_employment_strict,IRR,1,1,false
MEDIA-001,investor,finance_broad_employment_strict,Geological Feasibility,0,0,false
MEDIA-001,investor,finance_broad_employment_strict,Market Stability,0,0,false
MEDIA-001,investor,finance_broad_employment_strict,Local Employment,0,0,false
MEDIA-001,investor,finance_broad_employment_strict,Community Infrastructure,3,3,true
MEDIA-007,government,primary_preregistered,NPV,0,0,false
MEDIA-007,government,primary_preregistered,IRR,0,0,false
MEDIA-007,government,primary_preregistered,Geological Feasibility,0,0,false
MEDIA-007,government,primary_preregistered,Market Stability,0,0,false
MEDIA-007,government,primary_preregistered,Local Employment,0,0,false
MEDIA-007,government,primary_preregistered,Community Infrastructure,1,1,false
MEDIA-007,government,employment_strict,NPV,0,0,false
MEDIA-007,government,employment_strict,IRR,0,0,false
MEDIA-007,government,employment_strict,Geological Feasibility,0,0,false
MEDIA-007,government,employment_strict,Market Stability,0,0,false
MEDIA-007,government,employment_strict,Local Employment,0,0,false
MEDIA-007,government,employment_strict,Community Infrastructure,1,1,false
MEDIA-007,government,finance_broad_employment_strict,NPV,0,0,false
MEDIA-007,government,finance_broad_employment_strict,IRR,0,0,false
MEDIA-007,government,finance_broad_employment_strict,Geological Feasibility,0,0,false
MEDIA-007,government,finance_broad_employment_strict,Market Stability,0,0,false
MEDIA-007,government,finance_broad_employment_strict,Local Employment,0,0,false
MEDIA-007,government,finance_broad_employment_strict,Community Infrastructure,1,1,false
MEDIA-011,government,primary_preregistered,NPV,0,0,false
MEDIA-011,government,primary_preregistered,IRR,0,0,false
MEDIA-011,government,primary_preregistered,Geological Feasibility,0,0,false
MEDIA-011,government,primary_preregistered,Market Stability,0,0,false
MEDIA-011,government,primary_preregistered,Local Employment,4,2,true
MEDIA-011,government,primary_preregistered,Community Infrastructure,3,2,true
MEDIA-011,government,employment_strict,NPV,0,0,false
MEDIA-011,government,employment_strict,IRR,0,0,false
MEDIA-011,government,employment_strict,Geological Feasibility,0,0,false
MEDIA-011,government,employment_strict,Market Stability,0,0,false
MEDIA-011,government,employment_strict,Local Employment,0,0,false
MEDIA-011,government,employment_strict,Community Infrastructure,3,2,true
MEDIA-011,government,finance_broad_employment_strict,NPV,0,0,false
MEDIA-011,government,finance_broad_employment_strict,IRR,0,0,false
MEDIA-011,government,finance_broad_employment_strict,Geological Feasibility,0,0,false
MEDIA-011,government,finance_broad_employment_strict,Market Stability,0,0,false
MEDIA-011,government,finance_broad_employment_strict,Local Employment,0,0,false
MEDIA-011,government,finance_broad_employment_strict,Community Infrastructure,3,2,true
MEDIA-008,investor,primary_preregistered,NPV,0,0,false
MEDIA-008,investor,primary_preregistered,IRR,0,0,false
